key,time,commitTime,PythonfileNum,pythonFile
#6825,2020-12-08 11:22:11,2020-12-08 12:21:56,5,"['electrum/commands.py', 'electrum/tests/test_wallet_vertical.py', 'electrum/wallet.py', 'electrum/network.py', 'electrum/util.py']"
#6817,2020-12-06 10:51:41,2020-12-06 11:51:15,2,"['electrum/gui/kivy/uix/dialogs/addresses.py', 'electrum/gui/kivy/uix/screens.py']"
#6810,2020-12-06 10:51:23,2020-12-06 11:51:15,2,"['electrum/gui/kivy/uix/dialogs/addresses.py', 'electrum/gui/kivy/uix/screens.py']"
#6796,2020-12-17 17:32:13,2020-12-04 15:16:30,2,"['electrum/gui/kivy/main_window.py', 'electrum/gui/kivy/uix/dialogs/installwizard.py']"
#6762,2020-11-25 10:48:46,2020-11-25 11:47:25,2,"['electrum/commands.py', 'electrum/daemon.py']"
#6722,2020-11-17 23:47:59,2020-11-18 00:47:20,3,"['electrum/base_wizard.py', 'electrum/plugins/coldcard/coldcard.py', 'electrum/plugins/hw_wallet/plugin.py']"
#6711,2021-01-12 09:56:14,2021-01-12 10:56:05,2,"['electrum/gui/qt/main_window.py', 'electrum/invoices.py']"
#6705,2020-11-09 09:06:14,2020-11-13 19:21:37,4,"['electrum/gui/qt/channels_list.py', 'electrum/gui/qt/main_window.py', 'electrum/lnutil.py', 'electrum/lnrater.py']"
#6703,2020-11-05 01:08:55,2020-11-05 01:59:19,2,"['electrum/plugins/labels/labels.py', 'electrum/plugins/labels/qt.py']"
#6675,2020-10-23 00:35:38,2020-10-23 02:35:20,2,"['electrum/lnchannel.py', 'electrum/lnworker.py']"
#6656,2020-10-21 22:58:27,2020-10-17 03:59:50,3,"['electrum/gui/qt/main_window.py', 'electrum/lnpeer.py', 'electrum/lnworker.py']"
#6644,2020-10-14 04:42:06,2020-10-13 18:41:19,3,"['electrum/gui/qt/transaction_dialog.py', 'electrum/gui/qt/util.py', 'electrum/gui/qt/utxo_list.py']"
#6624,2020-10-14 16:28:31,2020-10-14 18:28:31,2,"['electrum/gui/qt/network_dialog.py', 'electrum/interface.py']"
#6609,2020-12-11 18:57:00,2020-12-11 18:21:37,2,"['electrum/invoices.py', 'electrum/wallet.py']"
#6600,2020-09-23 13:15:28,2020-09-23 15:11:53,2,"['electrum/tests/test_wallet_vertical.py', 'electrum/transaction.py']"
#6595,2020-09-18 17:28:52,2020-09-18 20:28:51,5,"['electrum/daemon.py', 'electrum/gui/kivy/main_window.py', 'electrum/gui/qt/main_window.py', 'electrum/lnworker.py', 'electrum/wallet.py']"
#6590,2020-09-15 15:37:48,2020-09-15 15:37:47,4,"['electrum/lnchannel.py', 'electrum/lnworker.py', 'electrum/tests/test_lnchannel.py', 'electrum/tests/test_lnpeer.py']"
#6583,2020-09-15 16:37:58,2020-09-15 18:35:16,2,"['electrum/lnpeer.py', 'electrum/lnworker.py']"
#6567,2020-09-09 15:54:43,2020-09-09 17:54:42,2,"['electrum/gui/stdio.py', 'electrum/gui/text.py']"
#6561,2020-09-08 15:52:53,2020-09-08 15:52:53,12,"['electrum/plugin.py', 'electrum/plugins/bitbox02/bitbox02.py', 'electrum/plugins/coldcard/coldcard.py', 'electrum/plugins/digitalbitbox/digitalbitbox.py', 'electrum/plugins/hw_wallet/plugin.py', 'electrum/plugins/keepkey/clientbase.py', 'electrum/plugins/keepkey/keepkey.py', 'electrum/plugins/ledger/ledger.py', 'electrum/plugins/safe_t/clientbase.py', 'electrum/plugins/safe_t/safe_t.py', 'electrum/plugins/trezor/clientbase.py', 'electrum/plugins/trezor/trezor.py']"
#6559,2020-09-12 09:17:18,2020-09-11 19:56:04,2,"['electrum/invoices.py', 'electrum/lnutil.py']"
#6554,2020-09-08 15:53:33,2020-09-08 15:52:53,12,"['electrum/plugin.py', 'electrum/plugins/bitbox02/bitbox02.py', 'electrum/plugins/coldcard/coldcard.py', 'electrum/plugins/digitalbitbox/digitalbitbox.py', 'electrum/plugins/hw_wallet/plugin.py', 'electrum/plugins/keepkey/clientbase.py', 'electrum/plugins/keepkey/keepkey.py', 'electrum/plugins/ledger/ledger.py', 'electrum/plugins/safe_t/clientbase.py', 'electrum/plugins/safe_t/safe_t.py', 'electrum/plugins/trezor/clientbase.py', 'electrum/plugins/trezor/trezor.py']"
#6551,2021-01-18 12:37:42,2020-12-18 19:11:32,6,"['electrum/gui/kivy/uix/dialogs/tx_dialog.py', 'electrum/gui/qt/history_list.py', 'electrum/gui/qt/main_window.py', 'electrum/tests/test_wallet_vertical.py', 'electrum/transaction.py', 'electrum/wallet.py']"
#6538,2020-12-08 16:30:30,2020-12-08 16:35:29,2,"['electrum/dnssec.py', 'setup.py']"
#6516,2020-08-31 18:56:03,2020-08-31 20:55:14,2,"['electrum/gui/qt/history_list.py', 'electrum/wallet.py']"
#6485,2020-08-25 16:18:25,2020-08-25 18:18:07,3,"['electrum/sql_db.py', 'electrum/storage.py', 'electrum/util.py']"
#6482,2021-03-04 12:21:05,2021-03-04 13:20:49,3,"['electrum/tests/test_wallet_vertical.py', 'electrum/transaction.py', 'electrum/wallet.py']"
#6429,2020-07-22 00:44:57,2020-07-22 02:44:33,2,"['electrum/tests/test_psbt.py', 'electrum/transaction.py']"
#6424,2021-01-20 15:25:19,2021-01-20 16:25:03,2,"['electrum/gui/qt/confirm_tx_dialog.py', 'electrum/gui/qt/transaction_dialog.py']"
#6401,2020-09-04 14:20:27,2020-09-04 16:11:01,6,"['electrum/json_db.py', 'electrum/keystore.py', 'electrum/plugins/bitbox02/bitbox02.py', 'electrum/plugins/ledger/ledger.py', 'electrum/wallet_db.py', 'electrum/tests/test_storage_upgrade.py']"
#6400,2020-09-11 11:44:22,2020-09-11 13:39:36,2,"['electrum/storage.py', 'electrum/tests/test_wallet.py']"
#6371,2020-12-09 09:05:08,2020-12-09 10:04:17,2,"['electrum/gui/kivy/uix/dialogs/invoice_dialog.py', 'electrum/gui/kivy/uix/screens.py']"
#6352,2020-12-06 11:34:27,2020-07-08 04:16:30,3,"['electrum/gui/kivy/main_window.py', 'electrum/gui/kivy/uix/screens.py', 'electrum/gui/qt/request_list.py']"
#6347,2020-07-07 23:28:31,2020-07-08 01:28:20,2,"['electrum/gui/qt/main_window.py', 'electrum/wallet.py']"
#6345,2021-01-12 14:00:13,2020-07-08 00:57:23,2,"['electrum/tests/test_storage_upgrade.py', 'electrum/wallet_db.py']"
